09/20/2013 05:32:27, 2002013.09905 KB/s
09/20/2013 05:36:30, 2014668.77398 KB/s
09/20/2013 06:33:30, 2012082.10743 KB/s
09/20/2013 06:37:33, 2011512.21746 KB/s
09/20/2013 07:34:33, 2014524.75856 KB/s
09/20/2013 07:38:36, 2014752.16286 KB/s
09/20/2013 08:35:36, 2014550.02082 KB/s
09/20/2013 08:39:38, 2014717.38526 KB/s
09/20/2013 09:36:38, 2013640.1576 KB/s
09/20/2013 09:40:40, 2014506.91245 KB/s
09/20/2013 10:37:41, 2014855.90834 KB/s
09/20/2013 10:41:43, 2014800.57382 KB/s
09/20/2013 11:38:43, 2014814.16859 KB/s
09/20/2013 11:42:47, 2014771.65685 KB/s
09/20/2013 12:39:46, 2014807.51737 KB/s
09/20/2013 12:43:49, 2014793.24673 KB/s
09/20/2013 13:40:48, 2014811.52099 KB/s
09/20/2013 13:44:51, 2014788.40196 KB/s
09/20/2013 14:41:51, 2014765.65124 KB/s
09/20/2013 14:45:54, 2014663.56852 KB/s
09/20/2013 15:42:53, 2014816.00959 KB/s
09/20/2013 15:46:56, 2014795.80474 KB/s
09/20/2013 16:43:56, 2014768.18965 KB/s
09/20/2013 16:47:59, 2014825.4445 KB/s
09/20/2013 17:44:58, 2014800.22658 KB/s
09/20/2013 17:49:01, 2014611.5562 KB/s
09/20/2013 18:46:00, 2014746.88907 KB/s
09/20/2013 18:50:03, 2014823.56624 KB/s
09/20/2013 19:47:02, 2014817.51532 KB/s
09/20/2013 19:51:06, 2014543.11614 KB/s
09/20/2013 20:48:05, 2014495.27082 KB/s
09/20/2013 20:52:08, 2014811.59165 KB/s
09/20/2013 21:49:07, 2014783.15584 KB/s
09/20/2013 21:53:11, 2014708.14123 KB/s
09/20/2013 22:50:10, 2014803.5234 KB/s
09/20/2013 22:54:13, 2014589.13111 KB/s
09/20/2013 23:51:13, 2014807.29874 KB/s
09/20/2013 23:55:15, 2014799.12317 KB/s
09/21/2013 00:52:16, 2014701.67281 KB/s
09/21/2013 00:56:17, 2014762.33464 KB/s
09/21/2013 01:53:18, 2014827.30788 KB/s
09/21/2013 01:57:20, 2014812.63148 KB/s
09/21/2013 02:54:20, 2014840.43226 KB/s
09/21/2013 02:58:22, 2014679.55218 KB/s
09/21/2013 03:55:23, 2014725.06565 KB/s
09/21/2013 03:59:24, 2014806.1248 KB/s
09/21/2013 04:56:25, 2014817.04901 KB/s
09/21/2013 05:00:26, 2014547.97767 KB/s
09/21/2013 05:57:28, 2014618.98783 KB/s
09/21/2013 06:01:28, 2014633.63504 KB/s
09/21/2013 06:58:30, 2014183.57894 KB/s
09/21/2013 07:02:31, 2013902.08849 KB/s
09/21/2013 07:59:32, 2014527.38573 KB/s
09/21/2013 08:03:33, 2014800.06431 KB/s
09/21/2013 09:00:35, 2014805.70397 KB/s
09/21/2013 09:04:35, 2014693.82148 KB/s
09/21/2013 10:01:37, 2014818.32728 KB/s
09/21/2013 10:05:38, 2014809.87603 KB/s
09/21/2013 11:02:40, 2014799.19811 KB/s
09/21/2013 11:06:40, 2014824.59745 KB/s
09/21/2013 12:03:42, 2014820.8222 KB/s
09/21/2013 12:07:42, 2014808.92231 KB/s
09/21/2013 13:04:44, 2014869.18741 KB/s
09/21/2013 13:08:45, 2014798.46824 KB/s
09/21/2013 14:05:46, 2014831.84756 KB/s
09/21/2013 14:09:47, 2014819.65064 KB/s
09/21/2013 15:06:48, 2014804.10433 KB/s
09/21/2013 15:10:50, 2014818.66323 KB/s
09/21/2013 16:07:50, 2014788.15589 KB/s
09/21/2013 16:11:52, 2014805.08878 KB/s
09/21/2013 17:08:53, 2014812.85315 KB/s
09/21/2013 17:12:55, 2014802.64932 KB/s
09/21/2013 18:09:55, 2014807.26677 KB/s
09/21/2013 18:13:58, 2014723.0912 KB/s
09/21/2013 19:10:57, 2014790.76223 KB/s
09/21/2013 19:15:00, 2014693.38461 KB/s
09/21/2013 20:12:00, 2014599.81404 KB/s
09/21/2013 20:16:03, 2014455.43292 KB/s
09/21/2013 21:13:02, 2014622.72985 KB/s
09/21/2013 21:17:05, 2014687.38579 KB/s
09/21/2013 22:14:04, 2014602.70723 KB/s
09/21/2013 22:18:07, 2014495.83383 KB/s
09/21/2013 23:15:07, 2014310.04683 KB/s
09/21/2013 23:19:10, 2014714.32496 KB/s
09/22/2013 00:16:09, 2014807.96094 KB/s
09/22/2013 00:20:12, 2014828.55942 KB/s
09/22/2013 01:17:12, 2013530.3579 KB/s
09/22/2013 01:21:14, 2013945.17851 KB/s
09/22/2013 02:18:14, 2014302.23766 KB/s
09/22/2013 02:22:17, 2014197.55865 KB/s
09/22/2013 03:19:16, 2014306.70524 KB/s
09/22/2013 03:23:19, 2014575.89148 KB/s
09/22/2013 04:20:19, 2014554.25072 KB/s
09/22/2013 04:24:21, 2013787.81493 KB/s
09/22/2013 05:21:21, 2014773.7762 KB/s
09/22/2013 05:25:23, 2014788.85304 KB/s
09/22/2013 06:22:23, 2013856.19412 KB/s
09/22/2013 06:26:26, 2013965.18521 KB/s
09/22/2013 07:23:26, 2014800.63838 KB/s
09/22/2013 07:27:29, 2014554.35828 KB/s
09/22/2013 08:24:28, 2014864.02963 KB/s
09/22/2013 08:28:31, 2014793.69013 KB/s
09/22/2013 09:25:30, 2014785.86303 KB/s
09/22/2013 09:29:33, 2010923.3271 KB/s
09/22/2013 10:26:33, 2014772.70835 KB/s
09/22/2013 10:30:36, 2014771.13102 KB/s
09/22/2013 11:27:35, 1992881.88404 KB/s
09/22/2013 11:31:39, 1993180.39828 KB/s
09/22/2013 12:28:37, 1993449.77056 KB/s
09/22/2013 12:32:41, 2000662.4415 KB/s
09/22/2013 13:29:40, 2000237.21145 KB/s
09/22/2013 13:33:43, 1996187.33005 KB/s
09/22/2013 14:30:42, 1995958.56953 KB/s
09/22/2013 14:34:46, 2000817.97522 KB/s
09/22/2013 15:31:45, 2014778.50066 KB/s
09/22/2013 15:35:48, 1987842.45905 KB/s
09/22/2013 16:32:47, 1977534.75814 KB/s
09/22/2013 16:36:50, 1954564.18281 KB/s
09/22/2013 17:33:50, 1990898.0477 KB/s
09/22/2013 17:37:52, 2001571.91968 KB/s
09/22/2013 18:34:52, 2014781.56184 KB/s
09/22/2013 18:38:54, 2014474.65892 KB/s
09/22/2013 19:35:54, 2014797.58902 KB/s
09/22/2013 19:39:57, 2014646.54535 KB/s
09/22/2013 20:36:57, 1975748.53232 KB/s
09/22/2013 20:40:59, 2014460.0468 KB/s
09/22/2013 21:38:00, 2014537.61301 KB/s
09/22/2013 21:42:01, 2014350.04776 KB/s
09/22/2013 22:39:02, 2014796.29528 KB/s
09/22/2013 22:43:04, 2014679.75954 KB/s
09/22/2013 23:40:05, 2014828.65662 KB/s
09/22/2013 23:44:06, 2014842.98108 KB/s
09/23/2013 00:41:07, 1801139.85129 KB/s
09/23/2013 00:45:08, 2014434.91536 KB/s
09/23/2013 01:42:09, 2012085.83674 KB/s
09/23/2013 01:46:11, 2014203.54844 KB/s
09/23/2013 02:43:12, 2014518.80824 KB/s
09/23/2013 02:47:13, 2014335.86339 KB/s
09/23/2013 03:44:15, 2014037.4346 KB/s
09/23/2013 03:48:15, 2014506.35842 KB/s
09/23/2013 04:45:17, 2011629.76355 KB/s
09/23/2013 04:49:18, 2012229.87736 KB/s
09/23/2013 05:46:20, 2014233.23304 KB/s
09/23/2013 05:50:20, 2013631.37015 KB/s
09/23/2013 06:47:22, 2014356.70353 KB/s
09/23/2013 06:51:22, 2013079.39423 KB/s
09/23/2013 07:48:24, 1981911.75983 KB/s
09/23/2013 07:52:25, 1985927.91834 KB/s
09/23/2013 08:49:27, 2014562.16727 KB/s
09/23/2013 08:53:27, 2014775.8792 KB/s
09/23/2013 09:50:30, 2014826.59253 KB/s
09/23/2013 09:54:30, 2014786.53974 KB/s
09/23/2013 10:51:33, 2014807.52194 KB/s
09/23/2013 10:55:32, 2014769.75666 KB/s
09/23/2013 11:52:35, 2013618.30471 KB/s
09/23/2013 11:56:34, 2014798.78382 KB/s
09/23/2013 12:53:37, 2014785.24617 KB/s
09/23/2013 12:57:36, 2014676.80162 KB/s
09/23/2013 13:54:40, 2014820.52543 KB/s
09/23/2013 13:58:39, 2014828.68558 KB/s
09/23/2013 14:55:42, 2014763.69253 KB/s
09/23/2013 14:59:41, 2014805.52209 KB/s
09/23/2013 15:56:44, 2014808.29194 KB/s
09/23/2013 16:00:44, 2014583.71023 KB/s
09/23/2013 16:57:47, 2014732.11169 KB/s
09/23/2013 17:01:46, 2014781.99163 KB/s
09/23/2013 17:58:49, 1386722.77247 KB/s
09/23/2013 18:02:48, 2014819.85736 KB/s
09/23/2013 18:59:51, 2014810.75404 KB/s
09/23/2013 19:03:50, 2014833.05447 KB/s
09/23/2013 20:00:54, 2014774.47696 KB/s
09/23/2013 20:04:53, 2014644.86833 KB/s
09/23/2013 21:01:56, 2014788.0764 KB/s
09/23/2013 21:05:55, 2014808.84518 KB/s
09/23/2013 22:02:58, 2014728.7341 KB/s
09/23/2013 22:06:58, 2014793.68243 KB/s
09/23/2013 23:04:00, 2014840.22124 KB/s
09/23/2013 23:08:00, 2014810.73503 KB/s
09/24/2013 00:05:03, 2014798.55655 KB/s
09/24/2013 00:09:02, 2014436.9234 KB/s
09/24/2013 01:06:05, 2014878.69093 KB/s
09/24/2013 01:10:05, 1963454.9593 KB/s
09/24/2013 02:07:07, 1987509.78274 KB/s
09/24/2013 02:11:08, 2014553.13931 KB/s
09/24/2013 03:08:09, 2014251.77636 KB/s
09/24/2013 03:12:10, 2003722.84001 KB/s
09/24/2013 04:09:12, 2011554.85753 KB/s
09/24/2013 04:13:12, 2010027.63784 KB/s
09/24/2013 05:10:14, 2008352.28761 KB/s
09/24/2013 05:14:15, 2014348.08044 KB/s
09/24/2013 06:11:17, 1997825.36622 KB/s
09/24/2013 06:15:17, 2014058.20764 KB/s
09/24/2013 07:12:19, 2014343.58388 KB/s
09/24/2013 07:16:20, 2013726.34223 KB/s
09/24/2013 08:13:22, 1966066.11742 KB/s
09/24/2013 08:17:21, 1695856.76202 KB/s
09/24/2013 09:14:24, 2014885.54223 KB/s
09/24/2013 09:18:23, 2014780.88633 KB/s
09/24/2013 10:15:26, 2014793.42086 KB/s
09/24/2013 10:19:25, 2014808.59475 KB/s
09/24/2013 11:16:29, 2014822.24349 KB/s
09/24/2013 11:20:27, 2014805.70229 KB/s
09/24/2013 12:17:31, 2014728.59592 KB/s
09/24/2013 12:21:31, 2014744.4598 KB/s
09/24/2013 13:18:33, 2014834.43208 KB/s
09/24/2013 13:22:33, 2014797.52963 KB/s
09/24/2013 14:19:36, 2014747.79707 KB/s
09/24/2013 14:23:35, 2014786.8387 KB/s
09/24/2013 15:20:38, 2014823.85051 KB/s
09/24/2013 15:24:38, 2014822.99305 KB/s
09/24/2013 16:21:40, 2014757.46786 KB/s
09/24/2013 16:25:40, 2012845.35362 KB/s
09/24/2013 17:22:42, 2014812.03411 KB/s
09/24/2013 17:26:42, 2014695.65247 KB/s
09/24/2013 18:23:45, 2014831.91996 KB/s
09/24/2013 18:27:44, 2014820.73767 KB/s
09/24/2013 19:24:47, 2014823.92076 KB/s
09/24/2013 19:28:46, 2014818.003 KB/s
09/24/2013 20:25:49, 2014808.6325 KB/s
09/24/2013 20:29:48, 2014813.24368 KB/s
09/24/2013 21:26:52, 2014809.42459 KB/s
09/24/2013 21:30:51, 2014835.76122 KB/s
09/24/2013 22:27:55, 2014810.95212 KB/s
09/24/2013 22:31:53, 2014875.10158 KB/s
09/24/2013 23:28:57, 2014790.98588 KB/s
09/24/2013 23:32:56, 2014810.34494 KB/s
09/25/2013 00:29:59, 2014816.9777 KB/s
09/25/2013 00:33:59, 2012085.79352 KB/s
09/25/2013 01:31:01, 2014809.04525 KB/s
09/25/2013 01:35:01, 2014516.41727 KB/s
09/25/2013 02:32:04, 2014796.79494 KB/s
09/25/2013 02:36:04, 2014805.01404 KB/s
09/25/2013 03:33:06, 2014344.79201 KB/s
09/25/2013 03:37:07, 2014413.71804 KB/s
09/25/2013 04:34:08, 2014765.87923 KB/s
09/25/2013 04:38:09, 2014631.71116 KB/s
09/25/2013 05:35:10, 2014029.55007 KB/s
09/25/2013 05:39:12, 2014146.22895 KB/s
09/25/2013 06:36:12, 554252.918681 KB/s
09/25/2013 06:40:14, 2014018.24137 KB/s
09/25/2013 07:37:15, 1974631.84497 KB/s
09/25/2013 07:41:16, 2008310.18039 KB/s
09/25/2013 08:38:18, 2014620.00987 KB/s
09/25/2013 08:42:19, 2014795.45187 KB/s
09/25/2013 09:39:20, 2014823.94668 KB/s
09/25/2013 09:43:22, 2014203.3168 KB/s
09/25/2013 10:40:22, 2014810.73364 KB/s
09/25/2013 10:44:24, 2014826.45904 KB/s
09/25/2013 11:41:25, 2014821.11894 KB/s
09/25/2013 11:45:27, 2014847.48659 KB/s
09/25/2013 12:42:27, 2014830.97355 KB/s
09/25/2013 12:46:29, 2014838.62397 KB/s
09/25/2013 13:43:30, 2014793.61882 KB/s
09/25/2013 13:47:31, 2014791.40621 KB/s
09/25/2013 14:44:33, 2014821.46822 KB/s
09/25/2013 14:48:34, 2014809.18088 KB/s
09/25/2013 15:45:35, 2014596.0973 KB/s
09/25/2013 15:49:36, 2014792.97614 KB/s
09/25/2013 16:46:38, 2014804.61632 KB/s
09/25/2013 16:50:38, 2014805.22299 KB/s
09/25/2013 17:47:40, 1977279.36308 KB/s
09/25/2013 17:51:40, 2014823.37173 KB/s
09/25/2013 18:48:42, 2014616.63614 KB/s
09/25/2013 18:52:43, 2014228.29157 KB/s
09/25/2013 19:49:45, 2013612.98291 KB/s
09/25/2013 19:53:45, 2014769.18401 KB/s
09/25/2013 20:50:48, 2014825.07021 KB/s
09/25/2013 20:54:48, 2014807.0641 KB/s
09/25/2013 21:51:51, 2014797.37272 KB/s
09/25/2013 21:55:51, 2014607.28802 KB/s
09/25/2013 22:52:53, 2014808.57726 KB/s
09/25/2013 22:56:53, 2014786.69734 KB/s
09/25/2013 23:53:55, 2014809.15516 KB/s
09/25/2013 23:57:56, 2014834.97519 KB/s
09/26/2013 00:54:58, 2014019.39567 KB/s
09/26/2013 00:58:58, 2014393.40916 KB/s
09/26/2013 01:56:01, 2013710.08367 KB/s
09/26/2013 02:00:01, 2013740.10834 KB/s
09/26/2013 02:57:03, 2003419.39577 KB/s
09/26/2013 03:01:03, 1913648.66048 KB/s
09/26/2013 03:58:05, 2014351.8972 KB/s
09/26/2013 04:02:05, 2011341.59673 KB/s
09/26/2013 04:59:08, 2014441.26314 KB/s
09/26/2013 05:03:08, 2014514.99992 KB/s
09/26/2013 06:00:10, 2014417.86802 KB/s
09/26/2013 06:04:10, 2012128.58186 KB/s
09/26/2013 07:01:12, 2013686.38539 KB/s
09/26/2013 07:05:13, 2011892.2797 KB/s
09/26/2013 08:02:15, 2013711.11245 KB/s
09/26/2013 08:06:16, 2014489.63892 KB/s
09/26/2013 09:03:17, 2014808.90808 KB/s
09/26/2013 09:07:18, 2014839.56377 KB/s
09/26/2013 10:04:19, 2014807.84545 KB/s
09/26/2013 10:08:20, 2014799.19612 KB/s
09/26/2013 11:05:22, 2014809.0254 KB/s
09/26/2013 11:09:23, 2014707.29207 KB/s
09/26/2013 12:06:24, 2014798.96347 KB/s
09/26/2013 12:10:25, 2014782.5864 KB/s
09/26/2013 13:07:26, 2014800.56682 KB/s
09/26/2013 13:11:27, 2014786.92947 KB/s
09/26/2013 14:08:29, 2014779.30923 KB/s
09/26/2013 14:12:30, 2014809.04096 KB/s
09/26/2013 15:09:31, 2014798.62684 KB/s
09/26/2013 15:13:32, 2014812.35468 KB/s
09/26/2013 16:10:34, 2014813.1774 KB/s
09/26/2013 16:14:34, 2014799.89624 KB/s
09/26/2013 17:11:36, 2014794.32632 KB/s
09/26/2013 17:15:37, 2014801.64309 KB/s
09/26/2013 18:12:39, 2014778.75279 KB/s
09/26/2013 18:16:39, 2014802.51319 KB/s
09/26/2013 19:13:41, 2014806.66366 KB/s
09/26/2013 19:17:42, 2014846.05883 KB/s
09/26/2013 20:14:43, 2009581.26421 KB/s
09/26/2013 20:18:45, 2014750.94904 KB/s
09/26/2013 21:15:46, 1991939.68483 KB/s
09/26/2013 21:19:47, 2005779.95769 KB/s
09/26/2013 22:16:48, 2006573.27132 KB/s
09/26/2013 22:20:50, 2013235.14292 KB/s
09/26/2013 23:17:50, 2012542.08159 KB/s
09/26/2013 23:21:52, 2006990.7157 KB/s
09/27/2013 00:18:53, 2013929.92094 KB/s
09/27/2013 00:22:54, 2014598.70132 KB/s
09/27/2013 01:19:55, 1996857.45011 KB/s
09/27/2013 01:23:57, 2014270.84997 KB/s
09/27/2013 02:20:58, 2014497.62757 KB/s
09/27/2013 02:24:59, 2014314.41259 KB/s
09/27/2013 03:22:00, 2014605.31137 KB/s
09/27/2013 03:26:01, 2003611.26238 KB/s
09/27/2013 04:23:03, 1990644.3788 KB/s
09/27/2013 04:27:03, 2013899.68542 KB/s
09/27/2013 05:24:05, 2009944.33219 KB/s
09/27/2013 05:28:06, 2007564.27784 KB/s
09/27/2013 06:25:07, 1999332.78549 KB/s
09/27/2013 06:29:08, 2014274.74536 KB/s
09/27/2013 07:26:10, 2014215.29721 KB/s
09/27/2013 07:30:10, 2011443.32782 KB/s
09/27/2013 08:27:12, 2010890.20258 KB/s
09/27/2013 08:31:13, 2002853.85747 KB/s
09/27/2013 09:28:15, 2014777.60414 KB/s
09/27/2013 09:32:15, 2014787.52969 KB/s
09/27/2013 10:29:17, 2014327.90825 KB/s
09/27/2013 10:33:17, 2014722.20982 KB/s
09/27/2013 11:30:20, 2014818.21704 KB/s
09/27/2013 11:34:20, 2014817.43734 KB/s
09/27/2013 12:31:22, 2014849.81141 KB/s
09/27/2013 12:35:22, 2014855.67445 KB/s
09/27/2013 13:32:24, 2014797.91823 KB/s
09/27/2013 13:36:24, 2014822.38948 KB/s
09/27/2013 14:33:27, 2014813.24431 KB/s
09/27/2013 14:37:27, 2014815.65313 KB/s
09/27/2013 15:34:29, 2014824.18075 KB/s
09/27/2013 15:38:29, 2014780.21116 KB/s
09/27/2013 16:35:31, 2014775.72843 KB/s
09/27/2013 16:39:31, 2014802.8163 KB/s
09/27/2013 17:36:33, 2014841.30592 KB/s
09/27/2013 17:40:33, 2014182.07733 KB/s
09/27/2013 18:37:36, 2014839.4948 KB/s
09/27/2013 18:41:36, 2014744.48961 KB/s
09/27/2013 19:38:38, 2014767.24567 KB/s
09/27/2013 19:42:38, 1996540.84882 KB/s
09/27/2013 20:39:41, 2010185.08378 KB/s
09/27/2013 20:43:41, 2005405.17195 KB/s
09/27/2013 21:40:43, 2014747.61764 KB/s
09/27/2013 21:44:43, 2014831.73249 KB/s
09/27/2013 22:41:46, 2014669.78861 KB/s
09/27/2013 22:45:45, 2014809.87638 KB/s
09/27/2013 23:42:48, 2013429.54276 KB/s
09/27/2013 23:46:48, 1996755.76065 KB/s
09/28/2013 00:43:50, 2013710.39361 KB/s
09/28/2013 00:47:50, 2013296.49768 KB/s
09/28/2013 01:44:53, 2000308.76535 KB/s
09/28/2013 01:48:52, 2009051.3545 KB/s
09/28/2013 02:45:55, 2013145.79139 KB/s
09/28/2013 02:49:54, 2012977.31275 KB/s
09/28/2013 03:46:58, 2012818.2796 KB/s
09/28/2013 03:50:57, 2012703.44184 KB/s
09/28/2013 04:48:01, 2013257.63647 KB/s
09/28/2013 04:51:59, 2013899.90923 KB/s
09/28/2013 05:49:03, 2013397.52525 KB/s
09/28/2013 05:53:02, 2014593.64209 KB/s
09/28/2013 06:50:05, 2014743.97669 KB/s
09/28/2013 06:54:04, 2014423.62821 KB/s
09/28/2013 07:51:08, 2014616.1123 KB/s
09/28/2013 07:55:07, 2009973.73553 KB/s
09/28/2013 08:52:10, 2014602.8464 KB/s
09/28/2013 08:56:09, 2014182.73009 KB/s
09/28/2013 09:53:13, 1709384.64882 KB/s
09/28/2013 09:57:12, 2012036.69239 KB/s
09/28/2013 10:54:15, 2014840.43382 KB/s
09/28/2013 10:58:15, 2014797.71464 KB/s
09/28/2013 11:55:17, 2005048.15341 KB/s
09/28/2013 11:59:17, 2014798.06578 KB/s
09/28/2013 12:56:19, 2013586.95302 KB/s
09/28/2013 13:00:20, 2014749.90897 KB/s
09/28/2013 13:57:21, 2014628.37006 KB/s
09/28/2013 14:01:21, 2007743.65739 KB/s
09/28/2013 14:58:24, 2012968.14623 KB/s
09/28/2013 15:02:24, 2014833.02906 KB/s
09/28/2013 15:59:27, 2014548.52968 KB/s
09/28/2013 16:03:26, 2014786.00481 KB/s
09/28/2013 17:00:30, 2014817.4918 KB/s
09/28/2013 17:04:28, 2014702.41219 KB/s
09/28/2013 18:01:33, 2014834.67066 KB/s
09/28/2013 18:05:31, 2014564.00156 KB/s
09/28/2013 19:02:35, 2014787.64681 KB/s
09/28/2013 19:06:33, 2014266.56703 KB/s
09/28/2013 20:03:38, 2002647.16609 KB/s
09/28/2013 20:07:36, 2013484.12187 KB/s
09/28/2013 21:04:40, 2014813.09897 KB/s
09/28/2013 21:08:38, 2014489.52798 KB/s
09/28/2013 22:05:43, 2014375.59357 KB/s
09/28/2013 22:09:41, 2014671.56925 KB/s
09/28/2013 23:06:45, 2014281.89123 KB/s
09/28/2013 23:10:44, 2013566.64162 KB/s
09/29/2013 00:07:47, 2000337.71956 KB/s
09/29/2013 00:11:46, 1958447.19009 KB/s
09/29/2013 01:08:50, 2014542.51858 KB/s
09/29/2013 01:12:49, 2014213.85935 KB/s
09/29/2013 02:09:52, 2011116.52797 KB/s
09/29/2013 02:13:51, 2009920.62211 KB/s
09/29/2013 03:10:55, 2014794.72797 KB/s
09/29/2013 03:14:53, 2014573.57676 KB/s
09/29/2013 04:11:57, 1329630.63116 KB/s
09/29/2013 04:15:55, 1016462.99206 KB/s
09/29/2013 05:12:59, 2013340.84751 KB/s
09/29/2013 05:16:57, 2014792.36241 KB/s
09/29/2013 06:14:01, 2001993.11313 KB/s
09/29/2013 06:18:00, 2013947.44609 KB/s
09/29/2013 07:15:04, 2014099.12806 KB/s
09/29/2013 07:19:03, 2014401.48038 KB/s
09/29/2013 08:16:06, 2014593.52507 KB/s
09/29/2013 08:20:05, 2009431.57502 KB/s
09/29/2013 09:17:08, 1434252.15433 KB/s
09/29/2013 09:21:07, 1397700.2896 KB/s
09/29/2013 10:18:11, 2014400.44351 KB/s
09/29/2013 10:22:09, 2014787.48217 KB/s
09/29/2013 11:19:13, 2012221.11268 KB/s
09/29/2013 11:23:12, 2014587.37848 KB/s
09/29/2013 12:20:15, 2014740.37666 KB/s
09/29/2013 12:24:14, 2014781.75644 KB/s
09/29/2013 13:21:19, 2014762.92048 KB/s
09/29/2013 13:25:17, 2010690.38744 KB/s
09/29/2013 14:22:21, 2014394.46449 KB/s
09/29/2013 14:26:19, 2014787.67618 KB/s
09/29/2013 15:23:23, 2009398.78428 KB/s
09/29/2013 15:27:21, 2014741.71168 KB/s
09/29/2013 16:24:25, 2012920.25379 KB/s
09/29/2013 16:28:23, 2014804.53461 KB/s
09/29/2013 17:25:28, 2013773.73821 KB/s
09/29/2013 17:29:26, 2014266.62902 KB/s
09/29/2013 18:26:30, 2014712.49206 KB/s
09/29/2013 18:30:28, 2014800.81227 KB/s
09/29/2013 19:27:33, 2014833.27856 KB/s
09/29/2013 19:31:31, 2012432.65215 KB/s
09/29/2013 20:28:35, 2014810.98248 KB/s
09/29/2013 20:32:33, 2014691.33246 KB/s
09/29/2013 21:29:37, 1984028.68679 KB/s
09/29/2013 21:33:35, 1976831.20621 KB/s
09/29/2013 22:30:40, 1993613.21834 KB/s
09/29/2013 22:34:38, 1996353.46979 KB/s
09/29/2013 23:31:42, 1977953.47563 KB/s
09/29/2013 23:35:40, 1977318.91463 KB/s
09/30/2013 00:32:44, 2013607.27352 KB/s
09/30/2013 00:36:42, 2014021.37177 KB/s
09/30/2013 01:33:47, 2013489.33876 KB/s
09/30/2013 01:37:45, 2014354.68991 KB/s
09/30/2013 02:34:49, 1984948.07073 KB/s
09/30/2013 02:38:47, 2011164.37338 KB/s
09/30/2013 03:35:51, 2001367.11408 KB/s
09/30/2013 03:39:50, 2005276.71747 KB/s
09/30/2013 04:36:54, 2014213.78166 KB/s
09/30/2013 04:40:52, 2010842.22506 KB/s
09/30/2013 05:37:56, 2013396.68064 KB/s
09/30/2013 05:41:55, 1997202.30874 KB/s
09/30/2013 06:38:58, 1985498.83912 KB/s
09/30/2013 06:42:57, 2008232.79685 KB/s
09/30/2013 07:40:01, 2013353.77845 KB/s
